,0,1,2,4,5,6,7,8,9,Petrol,Diesel,CNG
464,8750,49,68565,110,1,0,1600,4,1030,1,0,0
465,11450,55,68520,72,1,0,2000,3,1115,0,1,0
466,9950,46,68414,97,0,0,1400,3,1025,1,0,0
467,11950,56,66777,110,0,0,1600,5,1090,1,0,0
468,13950,52,66527,110,1,0,1600,5,1080,1,0,0
469,11250,54,66063,110,1,0,1600,5,1090,1,0,0
470,10900,50,65471,97,1,0,1400,5,1060,1,0,0
471,9750,56,65400,97,1,0,1400,3,1025,1,0,0
472,9950,52,65170,97,1,0,1400,3,1025,1,0,0
473,11950,56,65000,110,1,0,1600,5,1075,1,0,0
474,10450,48,64193,110,1,0,1600,3,1040,1,0,0
475,8950,54,64000,97,1,0,1400,3,1025,1,0,0
476,10250,54,63792,110,1,0,1600,5,1075,1,0,0
477,9930,53,63635,110,1,0,1600,4,1035,1,0,0
478,10500,54,63135,110,1,0,1600,3,1050,1,0,0
479,11950,54,63123,110,1,0,1600,4,1035,1,0,0
480,11500,48,63000,69,1,0,1900,5,1140,0,1,0
481,11500,55,63000,110,0,0,1600,4,1035,1,0,0
482,11450,54,62987,110,0,0,1600,5,1080,1,0,0
483,9900,56,62751,110,0,0,1600,3,1050,1,0,0
484,9500,54,62519,97,0,0,1400,3,1025,1,0,0
485,10500,50,62280,97,1,0,1400,5,1060,1,0,0
486,10750,50,61672,110,0,0,1600,5,1075,1,0,0
487,8950,54,61000,69,0,0,2000,5,1140,0,1,0
488,12000,56,61000,110,1,0,1600,3,1050,1,0,0
489,9940,53,60558,110,1,0,1600,4,1105,1,0,0
490,10950,47,60348,110,0,0,1600,4,1030,1,0,0
491,10750,54,60239,110,1,0,1600,5,1075,1,0,0
492,9799,51,59000,97,1,0,1400,3,1025,1,0,0
493,11750,51,58761,97,0,0,1300,5,1060,1,0,0
494,11950,54,58745,110,1,0,1600,4,1035,1,0,0
495,11250,52,58596,110,1,0,1600,3,1045,1,0,0
496,11750,54,58530,110,0,0,1600,5,1075,1,0,0
497,10950,55,58377,110,1,0,1600,3,1050,1,0,0
498,11250,56,58142,110,1,0,1600,5,1080,1,0,0
499,9950,53,57948,97,1,0,1400,3,1025,1,0,0
500,9700,51,57645,110,0,0,1600,5,1080,1,0,0
501,11950,47,57500,110,1,0,1600,4,1105,1,0,0
502,9900,53,57475,110,0,0,1600,3,1040,1,0,0
503,9990,55,56743,110,0,0,1600,3,1045,1,0,0
504,9475,48,56675,97,1,0,1400,3,1025,1,0,0
505,11500,54,55877,110,1,0,1600,5,1075,1,0,0
506,11950,53,55500,110,1,0,1600,4,1035,1,0,0
507,11500,55,54900,97,1,0,1400,5,1060,1,0,0
508,10500,50,54465,110,0,0,1600,5,1075,1,0,0
509,10900,46,53700,97,1,0,1400,5,1060,1,0,0
510,11700,52,53561,97,1,0,1400,5,1060,1,0,0
511,11900,51,53408,110,1,0,1600,5,1080,1,0,0
512,13950,51,53268,110,1,0,1600,5,1080,1,0,0
513,10950,49,53116,97,1,0,1400,3,1025,1,0,0
514,10500,56,52448,97,0,0,1400,3,1025,1,0,0
515,10750,55,52149,97,1,0,1400,3,1085,1,0,0
516,11950,55,52141,110,1,0,1600,5,1070,1,0,0
517,10000,56,52000,97,0,0,1400,3,1025,1,0,0
518,10495,48,50967,97,1,0,1400,5,1060,1,0,0
519,11450,50,50400,110,0,0,1600,5,1080,1,0,0
520,9400,54,50000,97,1,0,1400,3,1025,1,0,0
521,11950,51,50000,86,1,0,1300,5,1045,1,0,0
522,9650,53,49969,110,0,0,1600,5,1075,1,0,0
523,18950,49,49568,110,1,0,1600,3,1105,1,0,0
524,11450,51,49473,110,0,0,1600,3,1055,1,0,0
525,10250,52,49432,110,1,0,1600,3,1050,1,0,0
526,11450,48,49417,110,1,0,1600,3,1045,1,0,0
527,9950,54,49366,97,1,0,1400,3,1025,1,0,0
528,10500,56,48731,110,1,0,1600,3,1055,1,0,0
529,13750,54,48370,110,1,0,1600,5,1080,1,0,0
530,9950,48,48071,97,0,0,1400,3,1025,1,0,0
531,10250,54,47852,110,1,0,1600,4,1030,1,0,0
532,10850,54,47768,110,0,0,1600,3,1055,1,0,0
533,11895,52,47689,110,0,0,1600,5,1075,1,0,0
534,12950,53,47451,110,1,0,1600,3,1055,1,0,0
535,11950,50,47219,110,1,0,1600,5,1080,1,0,0
536,10750,56,47211,110,1,0,1600,5,1070,1,0,0
537,9550,54,46856,97,0,0,1400,5,1060,1,0,0
538,10950,56,46500,86,0,0,1300,5,1035,1,0,0
539,11750,52,46449,110,1,0,1600,4,1035,1,0,0
540,10950,47,46391,110,0,0,1600,5,1075,1,0,0
541,12450,54,46230,110,1,0,1600,3,1055,1,0,0
542,10500,52,46029,110,1,0,1600,4,1030,1,0,0
543,10900,50,46000,97,0,0,1400,3,1025,1,0,0
544,12950,50,45900,110,1,0,1600,5,1075,1,0,0
545,10950,47,45850,97,0,0,1400,5,1060,1,0,0
546,12500,56,45336,110,1,0,1600,5,1080,1,0,0
547,9950,55,44537,97,0,0,1400,3,1025,1,0,0
548,10750,56,43700,86,1,0,1300,3,1025,1,0,0
549,12500,48,43120,97,1,0,1400,3,1030,1,0,0
550,10450,49,41710,110,0,0,1600,3,1040,1,0,0
551,10750,52,41700,97,1,0,1400,3,1025,1,0,0
552,12950,49,41636,110,1,0,1600,5,1105,1,0,0
553,10995,50,41273,97,0,0,1400,5,1060,1,0,0
554,11950,49,40836,110,0,1,1600,3,1075,1,0,0
555,11250,50,40400,97,1,0,1400,5,1060,1,0,0
556,11950,47,40361,110,1,0,1600,5,1090,1,0,0
557,13750,54,40325,86,0,0,1300,5,1045,1,0,0
558,11000,47,40000,110,0,0,1600,5,1080,1,0,0
559,13500,50,39706,110,1,0,1600,5,1080,1,0,0
560,10950,54,39291,110,1,0,1600,3,1040,1,0,0
561,10750,54,39000,97,0,0,1400,3,1025,1,0,0
562,8950,47,38900,97,1,0,1400,3,1025,1,0,0
563,12950,51,38403,110,0,0,1600,3,1055,1,0,0
564,9750,56,37461,97,0,0,1400,3,1025,1,0,0
565,10900,54,37000,97,1,0,1400,3,1025,1,0,0
566,10995,55,36406,110,1,0,1600,4,1035,1,0,0
567,10750,48,36005,97,1,0,1400,5,1065,1,0,0
568,10950,52,36000,110,1,0,1600,5,1075,1,0,0
569,13000,49,36000,110,0,0,1600,5,1080,1,0,0
570,12950,45,36000,110,1,1,1600,3,1070,1,0,0
571,11500,52,35823,110,0,0,1600,5,1075,1,0,0
572,10950,56,35230,97,0,0,1400,3,1025,1,0,0
573,11710,48,35142,110,0,0,1600,3,1055,1,0,0
574,9980,49,34890,97,0,0,1400,3,1025,1,0,0
575,12250,51,34882,110,1,0,1600,5,1075,1,0,0
576,11500,46,34000,110,1,0,1600,5,1075,1,0,0
577,11950,56,33998,110,0,0,1600,5,1080,1,0,0
578,11500,55,33230,110,0,0,1600,3,1050,1,0,0
579,11900,46,33021,110,1,0,1600,5,1080,1,0,0
580,11930,49,31999,97,0,0,1400,3,1030,1,0,0
581,10500,52,31579,97,0,0,1400,3,1025,1,0,0
582,8950,56,31000,97,0,0,1400,3,1025,1,0,0
583,10450,46,30806,97,1,0,1400,5,1060,1,0,0
584,10500,55,30461,86,1,0,1300,5,1050,1,0,0
585,12950,50,29686,110,1,1,1600,3,1075,1,0,0
586,9950,55,29650,86,0,0,1300,3,1025,1,0,0
587,12900,52,29500,110,1,0,1600,3,1055,1,0,0
588,9950,48,28656,97,0,0,1400,3,1085,1,0,0
589,9950,55,27500,97,1,0,1400,3,1025,1,0,0
590,10950,48,26938,110,1,0,1600,3,1040,1,0,0
591,10950,53,26624,97,0,0,1400,5,1060,1,0,0
592,9950,47,26221,97,1,0,1400,3,1025,1,0,0
593,10950,50,22648,97,1,0,1400,5,1060,1,0,0
594,10800,50,22500,97,1,0,1400,3,1025,1,0,0
595,10500,56,19313,97,0,0,1400,3,1025,1,0,0
596,10450,50,17619,110,0,0,1600,4,1030,1,0,0
597,10600,51,17069,97,1,0,1400,3,1025,1,0,0
598,10450,48,15000,97,1,0,1400,3,1025,1,0,0
599,12950,50,10210,97,0,0,1400,5,1065,1,0,0
600,11250,47,5309,110,1,1,1600,3,1070,1,0,0
601,7500,50,1,90,1,0,2000,3,1260,0,1,0
602,8950,52,31000,97,0,0,1398,3,1025,1,0,0
603,6950,58,205000,72,1,0,2000,4,1100,0,1,0
604,7900,68,204250,72,0,0,2000,3,1115,0,1,0
605,5950,68,194545,86,0,0,1300,4,1000,1,0,0
606,7500,59,190900,72,1,0,2000,3,1115,0,1,0
607,7500,62,183500,72,1,0,2000,5,1140,0,1,0
608,6900,65,176184,72,1,0,2000,3,1115,0,1,0
609,5751,67,174833,72,0,0,2000,4,1100,0,1,0
610,6950,68,155720,86,1,0,1300,3,1015,1,0,0
611,7950,67,155500,110,1,0,1600,5,1050,1,0,0
612,7750,59,154783,72,1,0,2000,3,1120,0,1,0
613,7950,64,154462,72,1,0,2000,5,1135,0,1,0
614,8250,64,150585,110,1,0,1600,3,1065,1,0,0
615,6250,67,149000,90,1,0,2000,5,1135,0,1,0
616,9500,62,147636,72,0,0,2000,5,1135,0,1,0
617,6900,59,144521,72,1,0,2000,5,1135,0,1,0
618,8450,64,144000,110,1,0,1600,3,1065,0,0,1
619,7350,65,140168,72,1,0,2000,3,1115,0,1,0
620,8950,68,140000,110,1,0,1600,5,1085,1,0,0
621,6900,60,139800,72,0,0,2000,3,1115,0,1,0
622,8950,59,137050,110,1,0,1600,3,1078,0,0,1
623,8750,61,136956,110,0,0,1600,3,1065,1,0,0
624,7950,67,135337,110,1,0,1600,5,1120,0,0,1
625,8950,64,133769,72,1,0,2000,3,1120,0,1,0
626,8950,58,133405,72,1,0,2000,5,1135,0,1,0
627,8950,65,132807,72,1,0,2000,5,1135,0,1,0
628,7950,64,132393,72,0,0,2000,5,1135,0,1,0
629,7750,60,130270,110,0,0,1600,3,1050,1,0,0
630,7500,59,130000,72,1,0,2000,4,1135,0,1,0
631,8950,67,127000,72,1,0,2000,5,1135,0,1,0
632,9800,67,126800,72,0,0,2000,5,1135,0,1,0
633,9450,66,126452,110,1,0,1600,5,1085,1,0,0
634,8950,62,125175,116,0,0,2000,5,1150,0,1,0
635,8750,68,125000,72,1,0,2000,3,1115,0,1,0
636,10500,61,123000,72,0,0,2000,5,1135,0,1,0
637,7995,59,121626,86,0,0,1300,5,1050,1,0,0
638,10450,64,120400,110,0,0,1600,5,1090,1,0,0
639,9950,66,120000,72,0,0,2000,4,1100,0,1,0
640,9950,68,119541,110,0,0,1600,3,1055,1,0,0
641,8950,68,119500,110,1,0,1600,5,1070,1,0,0
642,7950,68,119289,110,1,0,1600,4,1035,1,0,0
643,10950,57,118833,110,0,0,1600,3,1065,1,0,0
644,9950,64,118000,72,1,0,2000,5,1150,0,1,0
645,8600,68,117955,110,1,1,1600,4,1065,1,0,0
646,7250,65,117609,86,0,0,1300,3,1015,1,0,0
647,6950,68,117000,72,0,0,2000,3,1115,0,1,0
648,8000,64,116000,86,0,0,1300,5,1045,1,0,0
649,9950,58,115715,110,0,0,1600,5,1070,1,0,0
650,9450,60,115191,110,1,0,1600,4,1079,0,0,1
651,7950,68,115071,110,1,0,1600,3,1055,1,0,0
652,9450,63,115000,110,0,0,1600,3,1109,0,0,1
653,9950,64,114846,110,1,0,1600,5,1075,1,0,0
654,6950,65,114383,90,0,0,2000,3,1260,0,1,0
655,8250,59,113700,110,1,0,1600,5,1065,1,0,0
656,9950,67,113118,86,1,0,1300,3,1020,1,0,0
657,8250,59,112827,86,1,0,1300,5,1040,1,0,0
658,9950,68,112116,110,1,0,1600,5,1070,1,0,0
659,10500,66,112000,110,1,0,1600,3,1065,1,0,0
660,7950,62,112000,72,0,0,2000,4,1135,0,1,0
661,9750,65,111769,110,0,0,1600,3,1065,1,0,0
662,9250,61,110853,110,1,0,1600,5,1070,1,0,0
663,9500,68,110287,110,1,0,1600,3,1050,1,0,0
664,9950,62,109547,110,0,0,1600,5,1075,1,0,0
665,7750,63,109230,110,0,0,1600,3,1050,1,0,0
666,9500,68,109150,110,0,0,1600,5,1075,1,0,0
667,9950,67,108793,110,1,0,1600,4,1035,1,0,0
668,9750,64,106784,110,0,1,1600,3,1050,1,0,0
669,9750,58,105942,86,0,0,1300,5,1040,1,0,0
670,5950,59,105000,86,1,0,1300,3,1015,1,0,0
671,8500,62,105000,86,0,0,1300,5,1040,1,0,0
672,8495,68,104299,110,1,0,1600,5,1085,1,0,0
673,9250,67,104000,86,0,0,1300,3,1020,1,0,0
674,6900,68,104000,86,1,0,1300,3,1015,1,0,0
675,8950,58,103458,86,1,0,1300,3,1025,1,0,0
676,9500,63,103400,110,1,0,1600,5,1075,1,0,0
677,9250,63,102807,86,0,0,1300,5,1055,1,0,0
678,9895,68,102494,110,0,0,1600,5,1090,1,0,0
679,9950,57,102300,72,1,0,2000,5,1135,0,1,0
680,7950,61,102106,110,0,0,1600,3,1050,1,0,0
681,8750,68,101889,110,1,0,1600,5,1075,1,0,0
682,8250,57,101791,72,0,0,2000,3,1115,0,1,0
683,8950,63,101469,110,1,0,1600,3,1065,1,0,0
684,8950,68,101001,110,0,0,1600,5,1075,1,0,0
685,8950,61,100748,110,0,0,1600,5,1070,1,0,0
686,8950,65,100550,110,1,0,1600,5,1075,1,0,0
687,9450,67,99781,110,1,0,1600,5,1085,1,0,0
688,8950,59,98658,86,1,0,1300,3,1020,1,0,0
689,9250,65,98500,110,1,0,1600,5,1075,1,0,0
690,8750,64,98291,86,0,0,1300,4,1000,1,0,0
691,9950,61,97648,110,1,0,1600,3,1065,1,0,0
692,9950,61,97425,110,1,0,1600,5,1075,1,0,0
693,9900,65,97173,86,0,0,1300,3,1015,1,0,0
694,8950,66,97046,86,1,0,1300,4,1000,1,0,0
695,8950,67,96000,110,1,0,1600,3,1050,1,0,0
696,12250,60,96000,72,0,0,2000,4,1100,0,1,0
697,9250,67,95750,110,1,0,1600,5,1070,1,0,0
698,10250,61,95147,110,1,0,1600,3,1050,1,0,0
699,8950,68,95000,110,0,0,1600,3,1050,1,0,0
700,7999,65,95000,110,1,0,1600,3,1050,1,0,0
701,9900,66,94606,110,0,0,1600,3,1065,1,0,0
702,8250,63,94504,86,1,0,1300,4,1000,1,0,0
703,10500,65,93428,110,1,0,1600,5,1075,1,0,0
704,8450,65,93408,86,0,0,1300,3,1015,1,0,0
705,9900,68,93296,110,1,0,1600,5,1090,1,0,0
706,10500,62,93098,110,1,0,1600,5,1075,1,0,0
707,8500,67,92922,72,1,0,2000,4,1100,0,1,0
708,9500,61,92498,110,1,0,1600,3,1050,1,0,0
709,9450,65,92226,110,0,0,1600,3,1065,1,0,0
710,9900,68,91505,72,0,0,2000,3,1115,0,1,0
711,8250,64,91333,110,1,0,1600,3,1050,1,0,0
712,8750,65,91246,86,1,0,1300,3,1015,1,0,0
713,9500,58,91000,110,1,0,1600,5,1075,1,0,0
714,8450,68,90727,110,0,0,1600,3,1050,1,0,0
715,8490,62,90000,110,0,0,1600,3,1050,1,0,0
716,8750,60,89576,110,0,0,1600,4,1035,1,0,0
717,9750,64,89145,86,1,0,1300,3,1025,1,0,0
718,9950,63,89000,110,1,0,1600,5,1085,1,0,0
719,8500,68,88807,110,0,0,1600,3,1050,1,0,0
720,8450,63,88685,110,0,0,1600,5,1070,1,0,0
721,7900,62,88667,110,1,0,1600,4,1040,1,0,0
722,8750,57,88480,110,1,0,1600,3,1050,1,0,0
723,7950,61,88127,86,0,0,1300,3,1015,1,0,0
724,6900,62,88000,86,0,0,1300,3,1020,1,0,0
725,8150,65,87821,86,1,0,1300,3,1015,1,0,0
726,10995,59,87654,86,1,1,1300,5,1065,1,0,0
727,8900,59,86888,110,1,0,1600,3,1050,1,0,0
728,9500,59,86871,86,1,0,1300,5,1040,1,0,0
729,8950,68,86714,110,1,0,1600,4,1035,1,0,0
730,11500,65,85889,110,0,0,1600,3,1065,1,0,0
731,10450,62,85000,110,1,0,1600,3,1050,1,0,0
732,10500,60,85000,86,1,0,1300,3,1025,1,0,0
733,9250,68,84976,110,1,0,1600,4,1035,1,0,0
734,10950,65,84558,110,1,0,1600,5,1120,1,0,0
735,10450,62,84549,110,0,0,1600,5,1075,1,0,0
736,9250,68,84482,110,1,0,1600,5,1075,1,0,0
737,8750,62,83908,110,1,0,1600,5,1070,1,0,0
738,8750,67,83560,86,0,0,1300,3,1015,1,0,0
739,9800,68,83000,107,1,1,1600,5,1100,1,0,0
740,8250,64,82723,86,0,0,1300,3,1015,1,0,0
741,10450,62,82421,110,1,0,1600,3,1065,1,0,0
742,9750,58,82254,110,0,0,1600,5,1050,1,0,0
743,8950,61,82115,110,1,0,1600,3,1055,1,0,0
744,7450,65,82000,86,1,0,1300,3,1015,1,0,0
745,8450,68,81965,86,1,0,1300,5,1035,1,0,0
746,8250,66,81250,110,0,0,1600,3,1050,1,0,0
747,10950,65,81192,110,1,0,1600,3,1065,1,0,0
748,8950,61,81170,110,1,0,1600,4,1040,1,0,0
749,8750,66,81083,86,0,0,1300,3,1015,1,0,0
750,10450,61,80714,110,1,0,1600,5,1075,1,0,0
751,10950,57,80470,110,0,0,1600,5,1085,1,0,0
752,8450,65,80439,110,1,0,1600,4,1035,1,0,0
753,9950,59,80430,110,1,0,1600,3,1065,1,0,0
754,9950,68,80426,110,1,0,1600,3,1055,1,0,0
755,8750,62,80265,86,0,0,1300,3,1015,1,0,0
756,9950,65,80153,110,0,0,1600,5,1070,1,0,0
757,9500,68,80121,110,0,0,1600,5,1070,1,0,0
758,8250,65,80086,110,1,0,1600,4,1035,1,0,0
759,10950,62,80000,110,0,0,1600,5,1075,1,0,0
760,7950,60,80000,86,0,0,1300,5,1015,1,0,0
761,8250,65,80000,86,1,0,1300,2,1015,1,0,0
762,9895,67,79858,110,1,0,1600,4,1040,1,0,0
763,9130,67,79762,86,1,0,1300,3,1015,1,0,0
764,10950,59,79660,86,0,1,1300,5,1065,1,0,0
765,10500,60,79150,110,1,0,1600,5,1075,1,0,0
766,8900,61,79000,110,1,0,1600,3,1050,1,0,0
767,9500,57,78955,86,1,0,1300,5,1045,1,0,0
768,10950,59,78750,90,1,0,1975,5,1155,0,1,0
769,7950,68,78521,86,0,0,1300,3,1015,1,0,0
770,7950,64,78356,86,1,0,1300,3,1015,1,0,0
771,7950,65,78076,86,1,0,1300,3,1015,1,0,0
772,9500,61,78063,107,1,1,1600,5,1100,1,0,0
773,10950,67,77821,110,1,0,1600,5,1075,1,0,0
774,9750,68,77695,110,1,0,1600,4,1035,1,0,0
775,9750,65,77500,110,1,0,1600,3,1050,1,0,0
776,9450,63,77457,110,1,0,1600,3,1055,1,0,0
777,8950,68,77029,86,1,0,1300,3,1015,1,0,0
778,8950,68,77008,86,1,0,1300,3,1015,1,0,0
779,8900,66,76791,110,1,0,1600,5,1070,1,0,0
780,9950,61,76700,86,1,0,1300,5,1035,1,0,0
781,8750,67,76569,86,1,0,1300,3,1020,1,0,0
782,8950,59,76162,110,1,0,1600,5,1075,1,0,0
783,8990,65,76155,110,1,0,1600,4,1035,1,0,0
784,8950,61,75609,86,1,0,1300,3,1015,1,0,0
785,8950,62,75569,72,1,0,2000,3,1120,0,1,0
786,9950,67,75429,110,1,0,1600,3,1065,1,0,0
787,9900,68,75000,110,1,0,1600,5,1075,1,0,0
788,8950,65,75000,86,0,0,1300,3,1015,1,0,0
789,8950,62,75000,110,1,0,1600,5,1070,1,0,0
790,9500,66,74963,107,0,1,1600,3,1085,1,0,0
791,7950,68,74889,86,1,0,1300,3,1015,1,0,0
792,7750,68,74875,110,0,0,1600,5,1070,1,0,0
793,8950,63,74747,110,1,0,1600,5,1075,1,0,0
794,11950,60,74720,110,1,0,1600,5,1085,1,0,0
795,8950,62,74457,110,0,0,1600,5,1075,1,0,0
796,11950,60,74337,86,0,0,1300,5,1035,1,0,0
797,8950,68,74308,110,0,0,1600,3,1050,1,0,0
798,9950,64,74193,110,0,0,1600,3,1050,1,0,0
799,8250,65,74179,110,1,0,1600,3,1050,1,0,0
800,8995,67,73936,86,1,0,1300,5,1050,1,0,0
801,9995,61,73894,110,1,0,1600,3,1065,1,0,0
802,9250,64,73500,110,1,0,1600,3,1050,1,0,0
803,10950,64,73376,110,0,0,1600,5,1070,1,0,0
804,8900,64,73300,86,1,0,1300,3,1015,1,0,0
805,9500,58,73172,110,1,0,1600,5,1075,1,0,0
806,9950,58,72928,110,1,0,1600,5,1075,1,0,0
807,7950,67,72880,86,1,0,1332,3,1015,1,0,0
808,8250,63,72522,110,1,0,1600,3,1050,1,0,0
809,9450,64,72000,86,1,0,1300,3,1015,1,0,0
810,7950,57,72000,86,0,0,1300,3,1015,1,0,0
811,9500,59,71366,110,0,0,1600,3,1065,1,0,0
812,8950,65,71317,110,0,0,1600,3,1050,1,0,0
813,10950,62,71000,110,0,0,1600,5,1070,1,0,0
814,8950,60,70954,110,0,0,1600,3,1050,1,0,0
815,9450,63,70908,86,0,0,1300,5,1035,1,0,0
816,8000,58,70560,110,1,0,1600,3,1050,1,0,0
817,9900,67,70552,110,0,0,1600,5,1075,1,0,0
818,8950,62,70500,110,1,0,1600,5,1035,1,0,0
819,10900,60,70453,72,0,0,2000,5,1135,0,1,0
820,9450,59,70218,110,1,0,1600,3,1050,1,0,0
821,8450,64,70116,110,1,0,1600,4,1035,1,0,0
822,9500,65,70068,110,1,0,1600,5,1075,1,0,0
823,10500,67,70000,107,1,1,1587,3,1065,1,0,0
824,6950,68,70000,86,1,0,1300,3,1015,1,0,0
825,9750,68,69103,110,0,0,1600,4,1035,1,0,0
826,6950,58,69022,86,1,0,1300,5,1035,1,0,0
827,9650,67,69000,110,1,0,1600,3,1065,1,0,0
828,9950,68,68865,110,1,0,1600,3,1065,1,0,0
829,9250,58,68723,86,0,0,1300,3,1025,1,0,0
830,8950,63,68453,110,1,0,1600,5,1070,1,0,0
831,9900,63,68238,86,0,0,1300,5,1050,1,0,0
832,10995,63,68153,110,1,0,1600,5,1085,1,0,0
833,10500,65,68000,110,0,0,1600,5,1075,1,0,0
834,8950,65,68000,86,1,0,1300,3,1015,1,0,0
835,9750,67,67762,110,1,0,1600,3,1065,1,0,0
836,10950,68,67146,110,1,0,1600,5,1075,1,0,0
837,9750,67,67110,86,1,0,1300,5,1035,1,0,0
838,9950,59,67010,110,1,0,1600,3,1065,1,0,0
839,10500,65,67003,110,1,0,1600,4,1035,1,0,0
840,10400,68,66785,86,0,1,1300,3,1045,1,0,0
841,8800,68,66550,86,0,0,1332,3,1010,1,0,0
842,10500,61,66259,110,1,0,1600,3,1065,1,0,0
843,9250,62,66082,110,0,0,1600,5,1070,1,0,0
844,7800,65,66000,86,1,0,1300,3,1015,1,0,0
845,9950,61,66000,110,0,0,1600,3,1050,1,0,0
846,10750,63,65896,110,1,0,1600,3,1065,1,0,0
847,10950,67,65785,110,1,0,1600,5,1075,1,0,0
848,9950,65,65513,110,1,1,1600,4,1070,1,0,0
849,9950,59,65463,110,1,0,1600,5,1070,1,0,0
850,8100,68,65400,86,1,0,1300,4,1000,1,0,0
851,9250,60,65259,110,1,0,1600,3,1050,1,0,0
852,7800,64,65000,110,1,0,1600,3,1050,1,0,0
853,9000,68,65000,110,0,0,1600,5,1070,1,0,0
854,8950,57,65000,110,0,0,1600,4,1035,1,0,0
855,8950,62,64966,86,0,0,1300,3,1020,1,0,0
856,9950,68,64950,110,1,0,1600,5,1075,1,0,0
857,8500,60,64914,110,1,0,1600,5,1070,1,0,0
858,7995,62,64797,110,1,0,1600,5,1075,1,0,0
859,8750,65,64772,110,1,0,1600,3,1050,1,0,0
860,9750,63,64690,86,0,0,1300,3,1020,1,0,0
861,10950,65,64630,110,0,0,1600,5,1070,1,0,0
862,9750,67,64613,110,1,0,1600,5,1085,1,0,0
863,8200,60,64383,86,0,0,1300,3,1015,1,0,0
864,8950,68,64000,110,0,0,1600,5,1075,1,0,0
865,9500,66,63881,86,0,0,1300,3,1015,1,0,0
866,10950,58,63870,72,0,0,2000,5,1135,0,1,0
867,9750,66,63328,86,0,1,1300,5,1065,1,0,0
868,9950,65,63000,86,1,1,1300,5,1065,1,0,0
869,10450,61,63000,86,0,1,1300,3,1050,1,0,0
870,9850,65,62396,110,0,0,1600,3,1050,1,0,0
871,9450,62,62377,110,1,0,1600,5,1075,1,0,0
872,10295,67,62316,110,1,0,1600,3,1050,1,0,0
873,9750,68,62292,110,1,0,1600,3,1065,1,0,0
874,8950,65,62225,110,1,0,1600,3,1050,1,0,0
875,9900,68,62222,110,0,0,1600,5,1075,1,0,0
876,8750,66,62135,86,1,0,1300,5,1035,1,0,0
877,9950,58,62024,110,1,0,1600,5,1075,1,0,0
878,8500,60,61977,86,1,0,1300,3,1015,1,0,0
879,9950,62,61930,110,1,0,1600,4,1035,1,0,0
880,10950,57,61682,110,0,0,1600,3,1050,1,0,0
881,9795,68,61568,110,1,0,1600,4,1035,1,0,0
882,8750,68,61504,110,1,0,1600,4,1035,1,0,0
883,8250,65,61384,110,1,0,1600,3,1050,1,0,0
884,9950,58,61343,110,1,0,1600,5,1075,1,0,0
885,9950,62,61254,110,0,0,1600,5,1075,1,0,0
886,10500,59,61166,110,1,0,1600,3,1050,1,0,0
887,9750,62,61149,86,1,0,1300,5,1040,1,0,0
888,11250,61,61144,110,1,0,1600,5,1090,1,0,0
889,8900,59,61127,110,1,0,1600,3,1050,1,0,0
890,7950,60,61100,86,1,0,1300,3,1015,1,0,0
891,11500,68,61100,110,1,0,1600,5,1075,1,0,0
892,9450,57,61000,110,1,0,1600,3,1050,1,0,0
893,7995,65,60724,86,1,0,1300,3,1015,1,0,0
894,10995,59,60708,86,1,0,1300,5,1045,1,0,0
895,8950,61,60532,110,1,0,1600,3,1050,1,0,0
896,8250,67,60000,86,0,1,1300,4,1030,1,0,0
897,8950,66,60000,86,1,0,1300,3,1015,1,0,0
898,8950,65,60000,86,1,0,1300,3,1015,1,0,0
899,9500,62,59295,86,0,0,1300,5,1035,1,0,0
900,7500,65,59264,86,0,0,1300,3,1015,1,0,0
901,8950,63,59000,110,0,0,1600,3,1050,1,0,0
902,9950,63,59000,86,1,0,1300,5,1035,1,0,0
903,9750,65,59000,110,0,0,1600,5,1075,1,0,0
904,9450,61,59000,110,1,0,1600,5,1070,1,0,0
905,9950,65,59000,110,0,0,1600,3,1050,1,0,0
906,9750,68,58860,110,1,0,1600,3,1055,1,0,0
907,8950,65,58829,110,0,0,1600,3,1050,1,0,0
908,8250,66,58654,110,1,0,1600,5,1070,1,0,0
909,7750,65,58300,86,1,0,1300,3,1015,1,0,0
910,8950,60,58269,110,1,0,1600,3,1050,1,0,0
911,9950,64,58136,110,1,0,1600,5,1075,1,0,0
912,9450,66,58113,107,1,1,1600,3,1085,1,0,0
913,12950,67,58058,110,1,0,1600,3,1065,1,0,0
914,9950,58,58000,110,1,0,1600,3,1050,1,0,0
915,10495,62,58000,110,1,0,1600,3,1065,1,0,0
916,7950,68,57565,86,1,0,1300,5,1035,1,0,0
917,10500,63,57413,107,0,1,1600,5,1115,1,0,0
918,8950,65,57374,110,1,0,1600,5,1075,1,0,0
919,9900,62,57179,110,1,0,1600,5,1075,1,0,0
920,9995,61,57169,110,1,0,1600,3,1065,1,0,0
921,9950,63,57124,110,1,0,1600,3,1065,1,0,0
922,9950,63,57000,110,1,0,1600,3,1050,1,0,0
923,8250,67,57000,110,0,0,1600,3,1050,1,0,0
924,9950,63,57000,86,1,0,1300,5,1035,1,0,0
925,8950,59,56259,86,0,0,1300,3,1015,1,0,0
926,10950,62,56209,107,1,1,1600,3,1080,1,0,0
927,9250,67,56074,86,0,0,1300,4,1000,1,0,0
928,9950,63,55942,110,1,0,1600,5,1070,1,0,0
